id,en,ja,pos,theme,level,notes
137,deduce,推論する,verb,action,eiken2,
138,deem,みなす,verb,action,eiken2,
139,defy,反抗する,verb,action,eiken2,
140,deliberate,意図的な,adjective,general,eiken2,
141,deliberately,意図的に,adverb,general,eiken2,
142,delicately,繊細に,adverb,general,eiken2,
143,demanding,要求の多い,adjective,general,eiken2,
144,demolish,取り壊す,verb,action,eiken2,
145,dense,密な,adjective,general,eiken2,
146,densely,密に,adverb,general,eiken2,
147,dependable,頼りになる,adjective,general,eiken2,
148,descend,降りる,verb,action,eiken2,
149,desirable,望ましい,adjective,general,eiken2,
150,desperately,必死に,adverb,general,eiken2,
151,despise,軽蔑する,verb,action,eiken2,
152,detach,取り外す,verb,action,eiken2,
153,detailed,詳細な,adjective,general,eiken2,
154,detect,検出する,verb,action,eiken2,
155,determined,決意した,adjective,general,eiken2,
156,developing,発展途上の,adjective,general,eiken2,
157,devote,捧げる,verb,action,eiken2,
158,devoted,献身的な,adjective,general,eiken2,
159,dignify,品格を与える,verb,action,eiken2,
160,dim,薄暗い,adjective,general,eiken2,
161,dip,浸す,verb,action,eiken2,
162,disapprove,不承認とする,verb,action,eiken2,
163,disconnect,切断する,verb,action,eiken2,
164,discredit,信用を失わせる,verb,action,eiken2,
165,discriminate,差別する,verb,action,eiken2,
166,disillusion,幻滅させる,verb,action,eiken2,
167,dismiss,却下する,verb,action,eiken2,
168,disorderly,無秩序な,adjective,general,eiken2,
169,displace,移動させる,verb,action,eiken2,
170,disqualify,失格にする,verb,action,eiken2,
171,disrupt,混乱させる,verb,action,eiken2,
172,dissatisfied,不満な,adjective,general,eiken2,
173,distinguished,著名な,adjective,general,eiken2,
174,distract,気をそらす,verb,action,eiken2,
175,distressing,悲惨な,adjective,general,eiken2,
176,divert,そらす,verb,action,eiken2,
177,domestic,国内の,adjective,general,eiken2,
178,dominate,支配する,verb,action,eiken2,
179,doubly,二重に,adverb,general,eiken2,
180,doubtful,疑わしい,adjective,general,eiken2,
181,downsize,縮小する,verb,action,eiken2,
182,dramatically,劇的に,adverb,general,eiken2,
183,dread,恐れる,verb,action,eiken2,
184,dreadful,ひどい,adjective,general,eiken2,
185,dumb,ばかな,adjective,general,eiken2,
186,eagerly,熱心に,adverb,general,eiken2,
187,economical,経済的な,adjective,general,eiken2,
188,ecstatic,有頂天の,adjective,general,eiken2,
189,educated,教育を受けた,adjective,general,eiken2,
190,elect,選出する,verb,action,eiken2,
191,elegant,優雅な,adjective,general,eiken2,
192,elegantly,優雅に,adverb,general,eiken2,
193,eloquent,雄弁な,adjective,general,eiken2,
194,emphatically,強調して,adverb,general,eiken2,
195,employ,雇用する,verb,action,eiken2,
196,endlessly,果てしなく,adverb,general,eiken2,
197,endorse,支持する,verb,action,eiken2,
198,enduring,持続する,adjective,general,eiken2,
199,engulf,飲み込む,verb,action,eiken2,
200,entertaining,楽しい,adjective,general,eiken2,
201,enthusiastically,熱心に,adverb,general,eiken2,
202,entitle,権利を与える,verb,action,eiken2,
203,equip,装備する,verb,action,eiken2,
204,erupt,噴火する,verb,action,eiken2,
205,essentially,本質的に,adverb,general,eiken2,
206,ethnic,民族の,adjective,general,eiken2,
207,evacuate,避難する,verb,action,eiken2,
208,evidently,明らかに,adverb,general,eiken2,
209,evil,邪悪な,adjective,general,eiken2,
210,evolve,進化する,verb,action,eiken2,
211,exalt,称える,verb,action,eiken2,
212,exceed,超える,verb,action,eiken2,
213,excel,優れる,verb,action,eiken2,
214,exceptional,例外的な,adjective,general,eiken2,
215,exceptionally,例外的に,adverb,general,eiken2,
216,exclaim,叫ぶ,verb,action,eiken2,
217,exclude,除外する,verb,action,eiken2,
218,exclusively,もっぱら,adverb,general,eiken2,
219,execute,実行する,verb,action,eiken2,
220,executive,幹部の,adjective,general,eiken2,
221,exhausting,疲れさせる,adjective,general,eiken2,
222,exhibit,展示する,verb,action,eiken2,
223,exotic,エキゾチックな,adjective,general,eiken2,
224,explode,爆発する,verb,action,eiken2,
225,exploit,利用する,verb,action,eiken2,
226,explosive,爆発的な,adjective,general,eiken2,
227,expressive,表現豊かな,adjective,general,eiken2,
228,exquisite,精巧な,adjective,general,eiken2,
229,extensive,広範な,adjective,general,eiken2,
230,external,外部の,adjective,general,eiken2,
231,extraordinarily,並外れて,adverb,general,eiken2,
232,fabulous,素晴らしい,adjective,general,eiken2,
233,facilitate,促進する,verb,action,eiken2,
234,falter,よろめく,verb,action,eiken2,
235,fantastically,素晴らしく,adverb,general,eiken2,
236,fascinated,魅了された,adjective,general,eiken2,
237,fatal,致命的な,adjective,general,eiken2,
238,faulty,欠陥のある,adjective,general,eiken2,
239,fearsome,恐ろしい,adjective,general,eiken2,
240,federal,連邦の,adjective,general,eiken2,
241,fictional,架空の,adjective,general,eiken2,
242,fierce,激しい,adjective,general,eiken2,
243,file,申請する,verb,action,eiken2,
244,financially,財政的に,adverb,general,eiken2,
245,firstly,まず第一に,adverb,general,eiken2,
246,fiscal,財政的な,adjective,general,eiken2,
247,fixed,固定された,adjective,general,eiken2,
248,flap,羽ばたく,verb,action,eiken2,
249,flawless,完璧な,adjective,general,eiken2,
250,flee,逃げる,verb,action,eiken2,
251,flexibly,柔軟に,adverb,general,eiken2,
252,flip,ひっくり返す,verb,action,eiken2,
253,fluid,流動的な,adjective,general,eiken2,
254,fondly,愛情を持って,adverb,general,eiken2,
255,foolishly,愚かにも,adverb,general,eiken2,
256,forcefully,力強く,adverb,general,eiken2,
257,foresee,予見する,verb,action,eiken2,
258,formerly,以前は,adverb,general,eiken2,
259,formidable,手ごわい,adjective,general,eiken2,
260,foul,ひどい,adjective,general,eiken2,
261,found,設立する,verb,action,eiken2,
262,frankly,率直に,adverb,general,eiken2,
263,frantically,気が狂ったように,adverb,general,eiken2,
264,freak,動揺する,verb,action,eiken2,
265,frugal,倹約的な,adjective,general,eiken2,
266,functional,機能的な,adjective,general,eiken2,
267,furious,激怒した,adjective,general,eiken2,
268,furiously,激しく,adverb,general,eiken2,
269,generously,寛大に,adverb,general,eiken2,
270,genuinely,本当に,adverb,general,eiken2,
271,globally,世界的に,adverb,general,eiken2,
272,gloomy,暗い,adjective,general,eiken2,
273,glorify,称える,verb,action,eiken2,
274,governmental,政府の,adjective,general,eiken2,
275,gradual,徐々の,adjective,general,eiken2,
276,grand,壮大な,adjective,general,eiken2,
277,grieve,悲しむ,verb,action,eiken2,
278,grim,厳しい,adjective,general,eiken2,
279,hail,歓迎する,verb,action,eiken2,
280,harmless,無害な,adjective,general,eiken2,
281,hastily,急いで,adverb,general,eiken2,
282,hazardous,危険な,adjective,general,eiken2,
283,heartbreaking,胸が張り裂けるような,adjective,general,eiken2,
284,hilarious,非常に面白い,adjective,general,eiken2,
285,hollow,空洞の,adjective,general,eiken2,
286,hospitable,温かくもてなす,adjective,general,eiken2,
287,hover,浮かぶ,verb,action,eiken2,
288,hugely,非常に,adverb,general,eiken2,
289,humble,謙虚な,adjective,general,eiken2,
290,humiliate,屈辱を与える,verb,action,eiken2,
291,humiliating,屈辱的な,adjective,general,eiken2,
292,hush,静かにさせる,verb,action,eiken2,
293,hybrid,ハイブリッドの,adjective,general,eiken2,
294,icy,氷のような,adjective,general,eiken2,
295,ideally,理想的に,adverb,general,eiken2,
296,idle,怠惰な,adjective,general,eiken2,
297,ignorant,無知な,adjective,general,eiken2,
298,immerse,没頭させる,verb,action,eiken2,
299,immoral,不道徳な,adjective,general,eiken2,
300,immortal,不死の,adjective,general,eiken2,
301,impartial,公平な,adjective,general,eiken2,
302,impatiently,苛立って,adverb,general,eiken2,
303,imply,意味する,verb,action,eiken2,
304,impolite,失礼な,adjective,general,eiken2,
305,impose,課す,verb,action,eiken2,
306,imprison,投獄する,verb,action,eiken2,
307,impulsive,衝動的な,adjective,general,eiken2,
308,inaccurate,不正確な,adjective,general,eiken2,
309,inadequate,不十分な,adjective,general,eiken2,
310,incur,招く,verb,action,eiken2,
311,incurable,不治の,adjective,general,eiken2,
312,independently,独立して,adverb,general,eiken2,
313,indifferent,無関心な,adjective,general,eiken2,
314,indispensable,不可欠な,adjective,general,eiken2,
315,indulge,ふける,verb,action,eiken2,
316,indulgent,甘やかす,adjective,general,eiken2,
317,infect,感染させる,verb,action,eiken2,
318,infectious,感染性の,adjective,general,eiken2,
319,infer,推論する,verb,action,eiken2,
320,inflate,膨らませる,verb,action,eiken2,
321,informal,非公式の,adjective,general,eiken2,
322,infringe,侵害する,verb,action,eiken2,
323,inhabit,住む,verb,action,eiken2,
324,inherit,相続する,verb,action,eiken2,
325,innate,生まれつきの,adjective,general,eiken2,
326,innocently,無邪気に,adverb,general,eiken2,
327,inseparable,切り離せない,adjective,general,eiken2,
328,inspect,検査する,verb,action,eiken2,
329,inspirational,刺激的な,adjective,general,eiken2,
330,instruct,指示する,verb,action,eiken2,
331,insufficient,不十分な,adjective,general,eiken2,
332,interactive,インタラクティブな,adjective,general,eiken2,
333,interfere,干渉する,verb,action,eiken2,
334,interpersonal,対人の,adjective,general,eiken2,
335,interpret,解釈する,verb,action,eiken2,
336,intimate,親密な,adjective,general,eiken2,
337,intrude,侵入する,verb,action,eiken2,
338,invariably,常に,adverb,general,eiken2,
339,invisible,見えない,adjective,general,eiken2,
340,invoke,呼び起こす,verb,action,eiken2,
341,ironically,皮肉にも,adverb,general,eiken2,
342,irrational,不合理な,adjective,general,eiken2,
343,irresistible,抵抗できない,adjective,general,eiken2,
344,irresponsible,無責任な,adjective,general,eiken2,
345,irritated,苛立った,adjective,general,eiken2,
346,irritating,苛立たせる,adjective,general,eiken2,
347,itch,かゆくなる,verb,action,eiken2,
348,jam,詰まる,verb,action,eiken2,
349,jealously,嫉妬して,adverb,general,eiken2,
350,keen,鋭い,adjective,general,eiken2,
351,kneel,ひざまずく,verb,action,eiken2,
352,lack,欠如する,verb,action,eiken2,
353,lastly,最後に,adverb,general,eiken2,
354,legendary,伝説的な,adjective,general,eiken2,
355,legislate,立法する,verb,action,eiken2,
356,legislative,立法の,adjective,general,eiken2,
357,legitimate,合法的な,adjective,general,eiken2,
358,leisurely,ゆっくりと,adverb,general,eiken2,
359,lengthen,長くする,verb,action,eiken2,
360,lengthy,長い,adjective,general,eiken2,
361,liberal,自由な,adjective,general,eiken2,
362,lick,なめる,verb,action,eiken2,
363,lighten,軽くする,verb,action,eiken2,
364,likewise,同様に,adverb,general,eiken2,
365,line,並ぶ,verb,action,eiken2,
366,linger,たたずむ,verb,action,eiken2,
367,list,一覧にする,verb,action,eiken2,
368,literal,文字通りの,adjective,general,eiken2,
369,literally,文字通り,adverb,general,eiken2,
370,load,積む,verb,action,eiken2,
371,loosely,緩く,adverb,general,eiken2,
372,lousy,ひどい,adjective,general,eiken2,
373,lucrative,儲かる,adjective,general,eiken2,
374,luxurious,豪華な,adjective,general,eiken2,
375,magnify,拡大する,verb,action,eiken2,
376,manipulate,操る,verb,action,eiken2,
377,manual,手動の,adjective,general,eiken2,
378,mature,成熟した,adjective,general,eiken2,
379,mediocre,平凡な,adjective,general,eiken2,
380,merge,合併する,verb,action,eiken2,
381,mighty,強力な,adjective,general,eiken2,
382,misleading,誤解を招く,adjective,general,eiken2,
383,mistreat,虐待する,verb,action,eiken2,
384,misunderstand,誤解する,verb,action,eiken2,
385,modest,控えめな,adjective,general,eiken2,
386,momentarily,一瞬,adverb,general,eiken2,
387,moody,気まぐれな,adjective,general,eiken2,
388,morally,道徳的に,adverb,general,eiken2,
389,mortal,死すべき,adjective,general,eiken2,
390,mortify,恥ずかしめる,verb,action,eiken2,
391,motivated,やる気のある,adjective,general,eiken2,
392,mournful,悲しい,adjective,general,eiken2,
393,moving,感動的な,adjective,general,eiken2,
394,multiple,複数の,adjective,general,eiken2,
395,multiply,増やす,verb,action,eiken2,
396,muse,考え込む,verb,action,eiken2,
397,mystify,謎めかせる,verb,action,eiken2,
398,narrowly,かろうじて,adverb,general,eiken2,
399,nationwide,全国的な,adjective,general,eiken2,
400,naughty,いたずらな,adjective,general,eiken2,
401,navigate,航行する,verb,action,eiken2,
402,neat,きちんとした,adjective,general,eiken2,
403,necessarily,必ず,adverb,general,eiken2,
404,needless,不必要な,adjective,general,eiken2,
405,negatively,否定的に,adverb,general,eiken2,
406,nervously,緊張して,adverb,general,eiken2,
407,noble,高貴な,adjective,general,eiken2,
408,nourish,栄養を与える,verb,action,eiken2,
409,obedient,従順な,adjective,general,eiken2,
410,obey,従う,verb,action,eiken2,
411,obsess,とりつく,verb,action,eiken2,
412,obsessive,強迫的な,adjective,general,eiken2,
413,odd,奇妙な,adjective,general,eiken2,
414,offend,傷つける,verb,action,eiken2,
415,openly,公然と,adverb,general,eiken2,
416,optimistic,楽観的な,adjective,general,eiken2,
417,originally,元々,adverb,general,eiken2,
418,originate,生じる,verb,action,eiken2,
419,outdistance,引き離す,verb,action,eiken2,
420,outdo,上回る,verb,action,eiken2,
421,outgrow,成長して合わなくなる,verb,action,eiken2,
422,outlive,長生きする,verb,action,eiken2,
423,outrageous,言語道断な,adjective,general,eiken2,
424,outshine,勝る,verb,action,eiken2,
425,overall,全体的な,adjective,general,eiken2,
426,overbook,予約オーバーにする,verb,action,eiken2,
427,overestimate,過大評価する,verb,action,eiken2,
428,overhear,聞こえてしまう,verb,action,eiken2,
429,overlook,見落とす,verb,action,eiken2,
430,overly,過度に,adverb,general,eiken2,
431,overseas,海外の,adjective,general,eiken2,
432,overshadow,陰にする,verb,action,eiken2,
433,overstep,踏み越える,verb,action,eiken2,
434,overtake,追い越す,verb,action,eiken2,
435,overthrow,打倒する,verb,action,eiken2,
436,overturn,ひっくり返す,verb,action,eiken2,
437,pandemic,パンデミックの,adjective,general,eiken2,
438,panic,パニックになる,verb,action,eiken2,
439,part,別れる,verb,action,eiken2,
440,particular,特定の,adjective,general,eiken2,
441,passionately,情熱的に,adverb,general,eiken2,
442,patiently,辛抱強く,adverb,general,eiken2,
443,patriotic,愛国的な,adjective,general,eiken2,
444,pave,舗装する,verb,action,eiken2,
445,peacefully,平和的に,adverb,general,eiken2,
446,penetrate,貫通する,verb,action,eiken2,
447,perceive,知覚する,verb,action,eiken2,
448,permeate,浸透する,verb,action,eiken2,
449,persist,持続する,verb,action,eiken2,
450,persistent,粘り強い,adjective,general,eiken2,
451,personify,擬人化する,verb,action,eiken2,
452,pessimistic,悲観的な,adjective,general,eiken2,
453,petty,些細な,adjective,general,eiken2,
454,philosophical,哲学的な,adjective,general,eiken2,
455,photograph,写真を撮る,verb,action,eiken2,
456,picturesque,絵のように美しい,adjective,general,eiken2,
457,plead,懇願する,verb,action,eiken2,
458,pluck,引き抜く,verb,action,eiken2,
459,pointless,無意味な,adjective,general,eiken2,
460,politically,政治的に,adverb,general,eiken2,
461,ponder,熟考する,verb,action,eiken2,
462,pop,飛び出す,verb,action,eiken2,
463,postpone,延期する,verb,action,eiken2,
464,potent,強力な,adjective,general,eiken2,
465,potentially,潜在的に,adverb,general,eiken2,
466,powerfully,力強く,adverb,general,eiken2,
467,precede,先行する,verb,action,eiken2,
468,precisely,正確に,adverb,general,eiken2,
469,predictable,予測可能な,adjective,general,eiken2,
470,preferable,望ましい,adjective,general,eiken2,
471,preferably,できれば,adverb,general,eiken2,
472,prescribe,処方する,verb,action,eiken2,
473,prestigious,権威のある,adjective,general,eiken2,
474,presumably,おそらく,adverb,general,eiken2,
475,prevail,勝る,verb,action,eiken2,
476,preventive,予防的な,adjective,general,eiken2,
477,priceless,非常に貴重な,adjective,general,eiken2,
478,primary,主要な,adjective,general,eiken2,
479,prior,優先の,adjective,general,eiken2,
480,privately,個人的に,adverb,general,eiken2,
481,profitable,利益の出る,adjective,general,eiken2,
482,prohibit,禁止する,verb,action,eiken2,
483,prompt,迅速な,adjective,general,eiken2,
484,promptly,すぐに,adverb,general,eiken2,
485,prosecute,起訴する,verb,action,eiken2,
486,prosper,繁栄する,verb,action,eiken2,
487,proudly,誇りを持って,adverb,general,eiken2,
488,punctual,時間に正確な,adjective,general,eiken2,
489,purposeful,目的を持った,adjective,general,eiken2,
490,puzzled,困惑した,adjective,general,eiken2,
491,quantify,数値化する,verb,action,eiken2,
492,radiate,放射する,verb,action,eiken2,
493,radically,根本的に,adverb,general,eiken2,
494,range,及ぶ,verb,action,eiken2,
495,rash,無謀な,adjective,general,eiken2,
496,rate,評価する,verb,action,eiken2,
497,readily,すぐに,adverb,general,eiken2,
498,reasonably,合理的に,adverb,general,eiken2,
499,rebellious,反抗的な,adjective,general,eiken2,
500,reckon,計算する,verb,action,eiken2,
501,recollect,思い出す,verb,action,eiken2,
502,reconsider,再考する,verb,action,eiken2,
503,recruit,採用する,verb,action,eiken2,
504,redo,やり直す,verb,action,eiken2,
505,redundant,不必要な,adjective,general,eiken2,
506,reflective,内省的な,adjective,general,eiken2,
507,refute,反証する,verb,action,eiken2,
508,regardless,かかわらず,adverb,general,eiken2,
509,regrettably,残念ながら,adverb,general,eiken2,
510,rejoin,再加入する,verb,action,eiken2,
511,relieve,和らげる,verb,action,eiken2,
512,relieved,安心した,adjective,general,eiken2,
513,reluctant,気が進まない,adjective,general,eiken2,
514,repress,抑圧する,verb,action,eiken2,
515,reprove,叱る,verb,action,eiken2,
516,resign,辞職する,verb,action,eiken2,
517,resonant,共鳴する,adjective,general,eiken2,
518,respiratory,呼吸の,adjective,general,eiken2,
519,resume,再開する,verb,action,eiken2,
520,retard,遅らせる,verb,action,eiken2,
521,retrieve,取り戻す,verb,action,eiken2,
522,reverse,逆にする,verb,action,eiken2,
523,revive,復活させる,verb,action,eiken2,
524,revolutionary,革命的な,adjective,general,eiken2,
525,revolve,回転する,verb,action,eiken2,
526,rhyme,韻を踏む,verb,action,eiken2,
527,rightly,正しく,adverb,general,eiken2,
528,rip,引き裂く,verb,action,eiken2,
529,risky,危険な,adjective,general,eiken2,
530,roar,轟音をたてる,verb,action,eiken2,
531,rock,揺れる,verb,action,eiken2,
532,roll,転がる,verb,action,eiken2,
533,row,漕ぐ,verb,action,eiken2,
534,rub,こする,verb,action,eiken2,
535,rural,田舎の,adjective,general,eiken2,
536,sack,解雇する,verb,action,eiken2,
537,sail,航海する,verb,action,eiken2,
538,salty,塩辛い,adjective,general,eiken2,
539,satisfactory,満足のいく,adjective,general,eiken2,
540,saw,のこぎりで切る,verb,action,eiken2,
541,scarcely,ほとんど〜ない,adverb,general,eiken2,
542,scientifically,科学的に,adverb,general,eiken2,
543,scramble,急いで動く,verb,action,eiken2,
544,screen,選別する,verb,action,eiken2,
545,screw,ねじ込む,verb,action,eiken2,
546,seasonal,季節の,adjective,general,eiken2,
547,secondary,二次的な,adjective,general,eiken2,
548,secondly,第二に,adverb,general,eiken2,
549,seldom,めったに〜ない,adverb,general,eiken2,
550,selfless,利他的な,adjective,general,eiken2,
551,sense,感じる,verb,action,eiken2,
552,sensible,賢明な,adjective,general,eiken2,
553,sentence,判決を下す,verb,action,eiken2,
554,separate,分離する,verb,action,eiken2,
555,separately,別々に,adverb,general,eiken2,
556,serene,穏やかな,adjective,general,eiken2,
557,shabby,みすぼらしい,adjective,general,eiken2,
558,shaky,震えている,adjective,general,eiken2,
559,sharply,鋭く,adverb,general,eiken2,
560,shatter,粉砕する,verb,action,eiken2,
561,shock,衝撃を与える,verb,action,eiken2,
562,shoplift,万引きする,verb,action,eiken2,
563,shrug,肩をすくめる,verb,action,eiken2,
564,significantly,著しく,adverb,general,eiken2,
565,signify,意味する,verb,action,eiken2,
566,simultaneous,同時の,adjective,general,eiken2,
567,sincere,誠実な,adjective,general,eiken2,
568,sketch,スケッチする,verb,action,eiken2,
569,skilled,熟練した,adjective,general,eiken2,
570,skim,流し読みする,verb,action,eiken2,
571,skip,飛ばす,verb,action,eiken2,
572,slam,叩きつける,verb,action,eiken2,
573,slice,薄切りにする,verb,action,eiken2,
574,slide,滑る,verb,action,eiken2,
575,slight,わずかな,adjective,general,eiken2,
576,sloppy,だらしない,adjective,general,eiken2,
577,smash,粉砕する,verb,action,eiken2,
578,snap,パチンと折る,verb,action,eiken2,
579,sneak,こそこそ動く,verb,action,eiken2,
580,sniff,鼻をすする,verb,action,eiken2,
581,soar,急上昇する,verb,action,eiken2,
582,sob,泣きじゃくる,verb,action,eiken2,
583,sociable,社交的な,adjective,general,eiken2,
584,solar,太陽の,adjective,general,eiken2,
585,somewhat,いくらか,adverb,general,eiken2,
586,sound,健全な,adjective,general,eiken2,
587,span,及ぶ,verb,action,eiken2,
588,sparkling,輝く,adjective,general,eiken2,
589,specifically,具体的に,adverb,general,eiken2,
590,specify,指定する,verb,action,eiken2,
591,spin,回転する,verb,action,eiken2,
592,spot,見つける,verb,action,eiken2,
593,squeeze,絞る,verb,action,eiken2,
594,stab,刺す,verb,action,eiken2,
595,stammer,口ごもる,verb,action,eiken2,
596,stamp,スタンプを押す,verb,action,eiken2,
597,startle,ぎょっとさせる,verb,action,eiken2,
598,starve,飢える,verb,action,eiken2,
599,steer,操縦する,verb,action,eiken2,
600,stern,厳格な,adjective,general,eiken2,
601,stiff,固い,adjective,general,eiken2,
602,stingy,けちな,adjective,general,eiken2,
603,stink,悪臭がする,verb,action,eiken2,
604,straighten,まっすぐにする,verb,action,eiken2,
605,straightforward,率直な,adjective,general,eiken2,
606,strangle,絞め殺す,verb,action,eiken2,
607,strictly,厳しく,adverb,general,eiken2,
608,stride,大股で歩く,verb,action,eiken2,
609,striking,印象的な,adjective,general,eiken2,
610,strive,努力する,verb,action,eiken2,
