id,en,ja,pos,theme,level,notes
192,preserve,保存する,verb,action,eiken3,
193,proceed,進む,verb,action,eiken3,
194,proclaim,宣言する,verb,action,eiken3,
195,promote,促進する,verb,action,eiken3,
196,propose,提案する,verb,action,eiken3,
197,prove,証明する,verb,action,eiken3,
198,punish,罰する,verb,action,eiken3,
199,purify,浄化する,verb,action,eiken3,
200,qualify,資格を得る,verb,action,eiken3,
201,rap,ラップをする,verb,action,eiken3,
202,react,反応する,verb,action,eiken3,
203,rearrange,並び替える,verb,action,eiken3,
204,rebuild,再建する,verb,action,eiken3,
205,recall,思い出す,verb,action,eiken3,
206,recite,暗唱する,verb,action,eiken3,
207,reclaim,取り戻す,verb,action,eiken3,
208,recommend,勧める,verb,action,eiken3,
209,recover,回復する,verb,action,eiken3,
210,reduce,減らす,verb,action,eiken3,
211,regain,取り戻す,verb,action,eiken3,
212,regard,みなす,verb,action,eiken3,
213,reject,拒絶する,verb,action,eiken3,
214,relate,関連する,verb,action,eiken3,
215,release,解放する,verb,action,eiken3,
216,rely,頼る,verb,action,eiken3,
217,remark,述べる,verb,action,eiken3,
218,remove,取り除く,verb,action,eiken3,
219,renew,更新する,verb,action,eiken3,
220,repay,返す,verb,action,eiken3,
221,reply,返事をする,verb,action,eiken3,
222,reproduce,複製する,verb,action,eiken3,
223,request,要求する,verb,action,eiken3,
224,require,必要とする,verb,action,eiken3,
225,resemble,似ている,verb,action,eiken3,
226,resist,抵抗する,verb,action,eiken3,
227,resolve,解決する,verb,action,eiken3,
228,respond,応じる,verb,action,eiken3,
229,restore,回復する,verb,action,eiken3,
230,restrict,制限する,verb,action,eiken3,
231,retain,保持する,verb,action,eiken3,
232,retell,語り直す,verb,action,eiken3,
233,reunify,再統一する,verb,action,eiken3,
234,revise,改訂する,verb,action,eiken3,
235,rewrite,書き直す,verb,action,eiken3,
236,rid,取り除く,verb,action,eiken3,
237,riddle,なぞなぞを出す,verb,action,eiken3,
238,rush,急ぐ,verb,action,eiken3,
239,scare,怖がらせる,verb,action,eiken3,
240,scatter,散らす,verb,action,eiken3,
241,scold,叱る,verb,action,eiken3,
242,scream,叫ぶ,verb,action,eiken3,
243,search,探す,verb,action,eiken3,
244,seize,つかむ,verb,action,eiken3,
245,settle,解決する,verb,action,eiken3,
246,shadow,尾行する,verb,action,eiken3,
247,shave,剃る,verb,action,eiken3,
248,shift,移動する,verb,action,eiken3,
249,shiver,震える,verb,action,eiken3,
250,sign,署名する,verb,action,eiken3,
251,simplify,単純化する,verb,action,eiken3,
252,sink,沈む,verb,action,eiken3,
253,skate,スケートをする,verb,action,eiken3,
254,smell,においがする,verb,action,eiken3,
255,soothe,なだめる,verb,action,eiken3,
256,spoil,台無しにする,verb,action,eiken3,
257,stare,じっと見る,verb,action,eiken3,
258,stem,抑える,verb,action,eiken3,
259,stick,くっつける,verb,action,eiken3,
260,stir,かき混ぜる,verb,action,eiken3,
261,strengthen,強化する,verb,action,eiken3,
262,stretch,伸ばす,verb,action,eiken3,
263,strike,打つ,verb,action,eiken3,
264,stumble,つまずく,verb,action,eiken3,
265,stun,驚かせる,verb,action,eiken3,
266,suffer,苦しむ,verb,action,eiken3,
267,sunbathe,日光浴をする,verb,action,eiken3,
268,suppose,思う,verb,action,eiken3,
269,surround,囲む,verb,action,eiken3,
270,swear,誓う,verb,action,eiken3,
271,swell,腫れる,verb,action,eiken3,
272,tape,テープで留める,verb,action,eiken3,
273,tear,引き裂く,verb,action,eiken3,
274,tempt,誘惑する,verb,action,eiken3,
275,tend,傾向がある,verb,action,eiken3,
276,thirst,渇望する,verb,action,eiken3,
277,thump,ドンと叩く,verb,action,eiken3,
278,tighten,締める,verb,action,eiken3,
279,tire,疲れさせる,verb,action,eiken3,
280,toss,投げる,verb,action,eiken3,
281,touch,触れる,verb,action,eiken3,
282,tour,旅行する,verb,action,eiken3,
283,transfer,転送する,verb,action,eiken3,
284,transform,変える,verb,action,eiken3,
285,translate,翻訳する,verb,action,eiken3,
286,tremble,震える,verb,action,eiken3,
287,tumble,転がる,verb,action,eiken3,
288,type,タイプする,verb,action,eiken3,
289,uncover,暴く,verb,action,eiken3,
290,undergo,経験する,verb,action,eiken3,
291,underline,下線を引く,verb,action,eiken3,
292,undo,元に戻す,verb,action,eiken3,
293,undress,脱ぐ,verb,action,eiken3,
294,unfold,展開する,verb,action,eiken3,
295,unify,統一する,verb,action,eiken3,
296,unite,団結する,verb,action,eiken3,
297,unpack,荷物を解く,verb,action,eiken3,
298,update,更新する,verb,action,eiken3,
299,upload,アップロードする,verb,action,eiken3,
300,vary,変化する,verb,action,eiken3,
301,vote,投票する,verb,action,eiken3,
302,wave,手を振る,verb,action,eiken3,
303,wither,しおれる,verb,action,eiken3,
304,witness,目撃する,verb,action,eiken3,
305,able,できる,adjective,general,eiken3,
306,absent,欠席の,adjective,general,eiken3,
307,academic,学術的な,adjective,general,eiken3,
308,accurate,正確な,adjective,general,eiken3,
309,aggressive,積極的な,adjective,general,eiken3,
310,alike,似ている,adjective,general,eiken3,
311,alternative,代替の,adjective,general,eiken3,
312,amazed,驚いた,adjective,general,eiken3,
313,amazing,素晴らしい,adjective,general,eiken3,
314,ambitious,野心的な,adjective,general,eiken3,
315,amusing,楽しい,adjective,general,eiken3,
316,annoyed,苛立った,adjective,general,eiken3,
317,annual,年1回の,adjective,general,eiken3,
318,apparent,明らかな,adjective,general,eiken3,
319,artistic,芸術的な,adjective,general,eiken3,
320,ashamed,恥ずかしい,adjective,general,eiken3,
321,athletic,運動の得意な,adjective,general,eiken3,
322,aware,気づいている,adjective,general,eiken3,
323,awesome,すごい,adjective,general,eiken3,
324,awkward,ぎこちない,adjective,general,eiken3,
325,bare,裸の,adjective,general,eiken3,
326,beloved,愛する,adjective,general,eiken3,
327,bitter,苦い,adjective,general,eiken3,
328,blind,目の見えない,adjective,general,eiken3,
329,bold,大胆な,adjective,general,eiken3,
330,brief,短い,adjective,general,eiken3,
331,broad,広い,adjective,general,eiken3,
332,calm,穏やかな,adjective,general,eiken3,
333,capable,有能な,adjective,general,eiken3,
334,careless,不注意な,adjective,general,eiken3,
335,casual,カジュアルな,adjective,general,eiken3,
336,cautious,慎重な,adjective,general,eiken3,
337,central,中心的な,adjective,general,eiken3,
338,challenging,挑戦的な,adjective,general,eiken3,
339,civil,市民の,adjective,general,eiken3,
340,classical,古典的な,adjective,general,eiken3,
341,coastal,沿岸の,adjective,general,eiken3,
342,competitive,競争的な,adjective,general,eiken3,
343,complex,複雑な,adjective,general,eiken3,
344,complicated,複雑な,adjective,general,eiken3,
345,concerned,心配した,adjective,general,eiken3,
346,confusing,紛らわしい,adjective,general,eiken3,
347,conscious,意識のある,adjective,general,eiken3,
348,conservative,保守的な,adjective,general,eiken3,
349,considerable,かなりの,adjective,general,eiken3,
350,controversial,議論を呼ぶ,adjective,general,eiken3,
351,countless,無数の,adjective,general,eiken3,
352,courageous,勇気のある,adjective,general,eiken3,
353,critical,批判的な,adjective,general,eiken3,
354,cruel,残酷な,adjective,general,eiken3,
355,cultural,文化的な,adjective,general,eiken3,
356,current,現在の,adjective,general,eiken3,
357,damaged,損傷した,adjective,general,eiken3,
358,damp,湿った,adjective,general,eiken3,
359,deadly,致命的な,adjective,general,eiken3,
360,deaf,耳の聞こえない,adjective,general,eiken3,
361,definite,明確な,adjective,general,eiken3,
362,delicate,繊細な,adjective,general,eiken3,
363,delighted,喜んだ,adjective,general,eiken3,
364,delightful,楽しい,adjective,general,eiken3,
365,democratic,民主主義の,adjective,general,eiken3,
366,dependent,依存した,adjective,general,eiken3,
367,depressed,落ち込んだ,adjective,general,eiken3,
368,depressing,憂鬱な,adjective,general,eiken3,
369,desperate,必死な,adjective,general,eiken3,
370,destructive,破壊的な,adjective,general,eiken3,
371,digital,デジタルの,adjective,general,eiken3,
372,diligent,勤勉な,adjective,general,eiken3,
373,disgusting,不快な,adjective,general,eiken3,
374,distant,遠い,adjective,general,eiken3,
375,diverse,多様な,adjective,general,eiken3,
376,dramatic,劇的な,adjective,general,eiken3,
377,drunk,酔った,adjective,general,eiken3,
378,dull,退屈な,adjective,general,eiken3,
379,eager,熱心な,adjective,general,eiken3,
380,effective,効果的な,adjective,general,eiken3,
381,electrical,電気の,adjective,general,eiken3,
382,electronic,電子の,adjective,general,eiken3,
383,embarrassed,恥ずかしい,adjective,general,eiken3,
384,emotional,感情的な,adjective,general,eiken3,
385,encouraging,励みになる,adjective,general,eiken3,
386,endless,終わりのない,adjective,general,eiken3,
387,enjoyable,楽しい,adjective,general,eiken3,
388,enthusiastic,熱心な,adjective,general,eiken3,
389,entire,全体の,adjective,general,eiken3,
390,environmental,環境の,adjective,general,eiken3,
391,essential,不可欠な,adjective,general,eiken3,
392,evident,明らかな,adjective,general,eiken3,
393,exact,正確な,adjective,general,eiken3,
394,exhausted,疲れ果てた,adjective,general,eiken3,
395,experienced,経験豊富な,adjective,general,eiken3,
396,extinct,絶滅した,adjective,general,eiken3,
397,extraordinary,並外れた,adjective,general,eiken3,
398,extreme,極端な,adjective,general,eiken3,
399,faint,かすかな,adjective,general,eiken3,
400,faithful,忠実な,adjective,general,eiken3,
401,fake,偽の,adjective,general,eiken3,
402,fashionable,流行の,adjective,general,eiken3,
403,festive,祝祭の,adjective,general,eiken3,
404,financial,財政的な,adjective,general,eiken3,
405,firm,しっかりした,adjective,general,eiken3,
406,flat,平らな,adjective,general,eiken3,
407,fluent,流暢な,adjective,general,eiken3,
408,fond,好きな,adjective,general,eiken3,
409,foolish,愚かな,adjective,general,eiken3,
410,formal,正式な,adjective,general,eiken3,
411,former,かつての,adjective,general,eiken3,
412,fortunate,幸運な,adjective,general,eiken3,
413,freezing,凍えるような,adjective,general,eiken3,
414,frequent,頻繁な,adjective,general,eiken3,
415,frozen,凍った,adjective,general,eiken3,
416,frustrated,不満な,adjective,general,eiken3,
417,generous,気前の良い,adjective,general,eiken3,
418,giant,巨大な,adjective,general,eiken3,
419,gifted,才能のある,adjective,general,eiken3,
420,global,世界的な,adjective,general,eiken3,
421,gorgeous,豪華な,adjective,general,eiken3,
422,graceful,優雅な,adjective,general,eiken3,
423,guilty,罪悪感のある,adjective,general,eiken3,
424,handy,便利な,adjective,general,eiken3,
425,historic,歴史的な,adjective,general,eiken3,
426,holy,神聖な,adjective,general,eiken3,
427,homeless,家のない,adjective,general,eiken3,
428,honest,正直な,adjective,general,eiken3,
429,hopeful,希望に満ちた,adjective,general,eiken3,
430,hopeless,絶望的な,adjective,general,eiken3,
431,horrible,ひどい,adjective,general,eiken3,
432,huge,巨大な,adjective,general,eiken3,
433,humid,湿度が高い,adjective,general,eiken3,
434,humorous,ユーモアのある,adjective,general,eiken3,
435,immediate,即時の,adjective,general,eiken3,
436,impressive,印象的な,adjective,general,eiken3,
437,incredible,信じられない,adjective,general,eiken3,
438,independent,独立した,adjective,general,eiken3,
439,innocent,無実の,adjective,general,eiken3,
440,intense,激しい,adjective,general,eiken3,
441,jealous,嫉妬した,adjective,general,eiken3,
442,juicy,ジューシーな,adjective,general,eiken3,
443,legal,合法の,adjective,general,eiken3,
444,loud,大声の,adjective,general,eiken3,
445,loyal,忠実な,adjective,general,eiken3,
446,magnificent,壮大な,adjective,general,eiken3,
447,massive,巨大な,adjective,general,eiken3,
448,meaningful,意味のある,adjective,general,eiken3,
449,mental,精神的な,adjective,general,eiken3,
450,mild,穏やかな,adjective,general,eiken3,
451,miserable,悲惨な,adjective,general,eiken3,
452,moderate,穏健な,adjective,general,eiken3,
453,mutual,互いの,adjective,general,eiken3,
454,naked,裸の,adjective,general,eiken3,
455,narrow,狭い,adjective,general,eiken3,
456,nasty,不快な,adjective,general,eiken3,
457,neutral,中立の,adjective,general,eiken3,
458,nuclear,核の,adjective,general,eiken3,
459,numerous,多数の,adjective,general,eiken3,
460,obvious,明らかな,adjective,general,eiken3,
461,ordinary,普通の,adjective,general,eiken3,
462,organic,有機の,adjective,general,eiken3,
463,outstanding,優れた,adjective,general,eiken3,
464,painful,痛い,adjective,general,eiken3,
465,pale,青ざめた,adjective,general,eiken3,
466,patient,忍耐強い,adjective,general,eiken3,
467,plain,地味な,adjective,general,eiken3,
468,poisonous,毒のある,adjective,general,eiken3,
469,positive,肯定的な,adjective,general,eiken3,
470,practical,実用的な,adjective,general,eiken3,
471,precious,貴重な,adjective,general,eiken3,
472,present,現在の,adjective,general,eiken3,
473,previous,前の,adjective,general,eiken3,
474,productive,生産的な,adjective,general,eiken3,
475,pure,純粋な,adjective,general,eiken3,
476,rapid,急速な,adjective,general,eiken3,
477,rare,まれな,adjective,general,eiken3,
478,rational,合理的な,adjective,general,eiken3,
479,realistic,現実的な,adjective,general,eiken3,
480,reasonable,合理的な,adjective,general,eiken3,
481,reliable,信頼できる,adjective,general,eiken3,
482,religious,宗教的な,adjective,general,eiken3,
483,remarkable,注目すべき,adjective,general,eiken3,
484,ridiculous,ばかげた,adjective,general,eiken3,
485,rough,荒い,adjective,general,eiken3,
486,satisfied,満足した,adjective,general,eiken3,
487,scared,怖い,adjective,general,eiken3,
488,scary,怖い,adjective,general,eiken3,
489,secret,秘密の,adjective,general,eiken3,
490,secure,安全な,adjective,general,eiken3,
491,selfish,自己中心的な,adjective,general,eiken3,
492,severe,厳しい,adjective,general,eiken3,
493,sharp,鋭い,adjective,general,eiken3,
494,silent,静かな,adjective,general,eiken3,
495,solid,固い,adjective,general,eiken3,
496,sore,痛い,adjective,general,eiken3,
497,sour,酸っぱい,adjective,general,eiken3,
498,spectacular,壮観な,adjective,general,eiken3,
499,spicy,辛い,adjective,general,eiken3,
500,spiritual,精神的な,adjective,general,eiken3,
501,stable,安定した,adjective,general,eiken3,
502,steady,安定した,adjective,general,eiken3,
503,steep,急な,adjective,general,eiken3,
504,sticky,ベタベタした,adjective,general,eiken3,
505,stormy,嵐の,adjective,general,eiken3,
506,stressed,ストレスを感じた,adjective,general,eiken3,
507,stubborn,頑固な,adjective,general,eiken3,
508,stunning,驚くほど美しい,adjective,general,eiken3,
509,stupid,愚かな,adjective,general,eiken3,
510,stylish,スタイリッシュな,adjective,general,eiken3,
511,sufficient,十分な,adjective,general,eiken3,
512,talented,才能のある,adjective,general,eiken3,
513,talkative,おしゃべりな,adjective,general,eiken3,
514,tasty,美味しい,adjective,general,eiken3,
515,temporary,一時的な,adjective,general,eiken3,
516,tense,緊張した,adjective,general,eiken3,
517,terrific,素晴らしい,adjective,general,eiken3,
518,terrified,恐怖を感じた,adjective,general,eiken3,
519,thankful,感謝した,adjective,general,eiken3,
520,tiny,小さな,adjective,general,eiken3,
521,tremendous,莫大な,adjective,general,eiken3,
522,tropical,熱帯の,adjective,general,eiken3,
523,typical,典型的な,adjective,general,eiken3,
524,unexpected,予期しない,adjective,general,eiken3,
525,unfortunate,不運な,adjective,general,eiken3,
526,unique,ユニークな,adjective,general,eiken3,
527,unlikely,ありそうもない,adjective,general,eiken3,
528,unlucky,不運な,adjective,general,eiken3,
529,urgent,緊急の,adjective,general,eiken3,
530,useless,役に立たない,adjective,general,eiken3,
531,valuable,価値のある,adjective,general,eiken3,
532,vast,広大な,adjective,general,eiken3,
533,visible,見える,adjective,general,eiken3,
534,vivid,鮮明な,adjective,general,eiken3,
535,weird,変な,adjective,general,eiken3,
536,widespread,広まった,adjective,general,eiken3,
537,worthwhile,価値のある,adjective,general,eiken3,
