id,en,ja,pos,theme,level,notes
102,special,特別な,adjective,general,eiken4,
103,strange,不思議な,adjective,general,eiken4,
104,strong,強い,adjective,general,eiken4,
105,sudden,突然の,adjective,general,eiken4,
106,surprised,驚いた,adjective,mind,eiken4,
107,terrible,ひどい,adjective,general,eiken4,
108,weak,弱い,adjective,general,eiken4,
109,wide,広い,adjective,general,eiken4,
110,wonderful,すばらしい,adjective,general,eiken4,
111,worried,心配した,adjective,mind,eiken4,
112,wild,野生の,adjective,nature,eiken4,
113,bright,明るい,adjective,general,eiken4,
114,butter,バター,noun,daily,eiken4,
115,noodle,麺,noun,daily,eiken4,
116,sushi,寿司,noun,daily,eiken4,
117,seafood,海鮮,noun,daily,eiken4,
118,pasta,パスタ,noun,daily,eiken4,
119,steak,ステーキ,noun,daily,eiken4,
120,sauce,ソース,noun,daily,eiken4,
121,snack,スナック,noun,daily,eiken4,
122,sausage,ソーセージ,noun,daily,eiken4,
123,whale,クジラ,noun,nature,eiken4,
124,eagle,ワシ,noun,nature,eiken4,
125,parrot,オウム,noun,nature,eiken4,
126,penguin,ペンギン,noun,nature,eiken4,
127,wolf,オオカミ,noun,nature,eiken4,
128,deer,シカ,noun,nature,eiken4,
129,bat,コウモリ,noun,nature,eiken4,
130,crab,カニ,noun,nature,eiken4,
131,shark,サメ,noun,nature,eiken4,
132,octopus,タコ,noun,nature,eiken4,
133,crocodile,ワニ,noun,nature,eiken4,
134,pigeon,ハト,noun,nature,eiken4,
135,nurse,看護師,noun,people,eiken4,
136,engineer,エンジニア,noun,people,eiken4,
137,lawyer,弁護士,noun,people,eiken4,
138,coach,コーチ,noun,people,eiken4,
139,journalist,ジャーナリスト,noun,people,eiken4,
140,baker,パン屋,noun,people,eiken4,
141,designer,デザイナー,noun,people,eiken4,
142,vet,獣医,noun,people,eiken4,
143,firefighter,消防士,noun,people,eiken4,
144,scientist,科学者,noun,people,eiken4,
145,carpenter,大工,noun,people,eiken4,
146,pharmacist,薬剤師,noun,people,eiken4,
147,subway,地下鉄,noun,place,eiken4,
148,helicopter,ヘリコプター,noun,place,eiken4,
149,motorcycle,バイク,noun,place,eiken4,
150,truck,トラック,noun,place,eiken4,
151,ferry,フェリー,noun,place,eiken4,
152,throat,のど,noun,daily,eiken4,
153,shoulder,肩,noun,daily,eiken4,
154,neck,首,noun,daily,eiken4,
155,brain,脳,noun,daily,eiken4,
156,heart,心臓,noun,daily,eiken4,
157,skin,肌,noun,daily,eiken4,
158,bone,骨,noun,daily,eiken4,
159,muscle,筋肉,noun,daily,eiken4,
160,temperature,体温,noun,daily,eiken4,
161,medicine,薬,noun,daily,eiken4,
162,pain,痛み,noun,daily,eiken4,
163,injury,けが,noun,daily,eiken4,
164,curtain,カーテン,noun,daily,eiken4,
165,mirror,鏡,noun,daily,eiken4,
166,shelf,棚,noun,daily,eiken4,
167,carpet,カーペット,noun,daily,eiken4,
168,bathtub,浴槽,noun,daily,eiken4,
169,refrigerator,冷蔵庫,noun,daily,eiken4,
170,toothbrush,歯ブラシ,noun,daily,eiken4,
171,towel,タオル,noun,daily,eiken4,
172,cushion,クッション,noun,daily,eiken4,
173,pillow,枕,noun,daily,eiken4,
174,garbage,ゴミ,noun,daily,eiken4,
175,trash,ごみ,noun,daily,eiken4,
176,lesson,レッスン,noun,daily,eiken4,
177,grade,成績,noun,daily,eiken4,
178,semester,学期,noun,daily,eiken4,
179,textbook,教科書,noun,daily,eiken4,
180,project,プロジェクト,noun,daily,eiken4,
181,schedule,スケジュール,noun,daily,eiken4,
182,course,コース,noun,daily,eiken4,
183,quiz,クイズ,noun,daily,eiken4,
184,meeting,会議,noun,people,eiken4,
185,office,オフィス,noun,place,eiken4,
186,company,会社,noun,people,eiken4,
187,salary,給料,noun,general,eiken4,
188,customer,お客さん,noun,people,eiken4,
189,staff,スタッフ,noun,people,eiken4,
190,department,部署,noun,people,eiken4,
191,interview,面接,noun,people,eiken4,
192,volcano,火山,noun,nature,eiken4,
193,hurricane,ハリケーン,noun,nature,eiken4,
194,tornado,竜巻,noun,nature,eiken4,
195,sand,砂,noun,nature,eiken4,
196,mud,泥,noun,nature,eiken4,
197,cliff,崖,noun,nature,eiken4,
198,cave,洞窟,noun,nature,eiken4,
199,waterfall,滝,noun,nature,eiken4,
200,soil,土,noun,nature,eiken4,
201,horizon,地平線,noun,nature,eiken4,
202,environment,環境,noun,nature,eiken4,
203,pollution,汚染,noun,nature,eiken4,
204,energy,エネルギー,noun,general,eiken4,
205,tie,ネクタイ,noun,daily,eiken4,
206,scarf,スカーフ,noun,daily,eiken4,
207,vest,ベスト,noun,daily,eiken4,
208,blouse,ブラウス,noun,daily,eiken4,
209,boots,ブーツ,noun,daily,eiken4,
210,apron,エプロン,noun,daily,eiken4,
211,volleyball,バレーボール,noun,people,eiken4,
212,gymnastics,体操,noun,people,eiken4,
213,yoga,ヨガ,noun,people,eiken4,
214,tournament,トーナメント,noun,people,eiken4,
215,neighbor,隣人,noun,people,eiken4,
216,stranger,見知らぬ人,noun,people,eiken4,
217,guest,ゲスト,noun,people,eiken4,
218,relative,親戚,noun,people,eiken4,
219,colleague,同僚,noun,people,eiken4,
220,principal,校長,noun,people,eiken4,
221,teenager,ティーンエイジャー,noun,people,eiken4,
222,volunteer,ボランティア,noun,people,eiken4,
223,tourist,観光客,noun,people,eiken4,
224,journey,旅,noun,place,eiken4,
225,joy,喜び,noun,mind,eiken4,
226,knowledge,知識,noun,mind,eiken4,
227,leader,リーダー,noun,people,eiken4,
228,level,レベル,noun,general,eiken4,
229,luck,運,noun,general,eiken4,
230,meaning,意味,noun,general,eiken4,
231,mistake,間違い,noun,general,eiken4,
232,moment,瞬間,noun,general,eiken4,
233,mood,気分,noun,mind,eiken4,
234,mystery,謎,noun,general,eiken4,
235,noise,騒音,noun,general,eiken4,
236,peace,平和,noun,mind,eiken4,
237,poem,詩,noun,general,eiken4,
238,possibility,可能性,noun,general,eiken4,
239,power,力,noun,general,eiken4,
240,program,プログラム,noun,general,eiken4,
241,progress,進歩,noun,general,eiken4,
242,reason,理由,noun,general,eiken4,
243,record,記録,noun,general,eiken4,
244,relationship,関係,noun,people,eiken4,
245,responsibility,責任,noun,general,eiken4,
246,reward,報酬,noun,general,eiken4,
247,risk,リスク,noun,general,eiken4,
248,role,役割,noun,people,eiken4,
249,rule,ルール,noun,general,eiken4,
250,safety,安全,noun,general,eiken4,
251,scene,場面,noun,general,eiken4,
252,shape,形,noun,general,eiken4,
253,situation,状況,noun,general,eiken4,
254,skill,スキル,noun,general,eiken4,
255,society,社会,noun,people,eiken4,
256,solution,解決策,noun,general,eiken4,
257,space,宇宙,noun,general,eiken4,
258,speed,速度,noun,general,eiken4,
259,step,ステップ,noun,general,eiken4,
260,success,成功,noun,general,eiken4,
261,suggestion,提案,noun,general,eiken4,
262,symbol,シンボル,noun,general,eiken4,
263,talent,才能,noun,mind,eiken4,
264,target,目標,noun,general,eiken4,
265,task,課題,noun,general,eiken4,
266,thought,考え,noun,mind,eiken4,
267,tradition,伝統,noun,people,eiken4,
268,trust,信頼,noun,mind,eiken4,
269,truth,真実,noun,general,eiken4,
270,value,価値,noun,general,eiken4,
271,view,眺め,noun,place,eiken4,
272,voice,声,noun,general,eiken4,
273,war,戦争,noun,general,eiken4,
274,wealth,富,noun,general,eiken4,
275,youth,若者,noun,people,eiken4,
276,topic,話題,noun,general,eiken4,
277,theme,テーマ,noun,general,eiken4,
278,behavior,行動,noun,general,eiken4,
279,belief,信念,noun,mind,eiken4,
280,connection,つながり,noun,general,eiken4,
281,conversation,会話,noun,people,eiken4,
282,damage,ダメージ,noun,general,eiken4,
283,decision,決断,noun,general,eiken4,
284,difference,違い,noun,general,eiken4,
285,discovery,発見,noun,general,eiken4,
286,disease,病気,noun,daily,eiken4,
287,distance,距離,noun,general,eiken4,
288,emotion,感情,noun,mind,eiken4,
289,event,イベント,noun,general,eiken4,
290,example,例,noun,general,eiken4,
291,experience,経験,noun,general,eiken4,
292,failure,失敗,noun,general,eiken4,
293,growth,成長,noun,general,eiken4,
294,habit,習慣,noun,daily,eiken4,
295,health,健康,noun,daily,eiken4,
296,invitation,招待,noun,people,eiken4,
297,law,法律,noun,general,eiken4,
298,opportunity,機会,noun,general,eiken4,
299,opinion,意見,noun,mind,eiken4,
300,result,結果,noun,general,eiken4,
301,trouble,トラブル,noun,general,eiken4,
302,victory,勝利,noun,people,eiken4,
303,weight,重さ,noun,general,eiken4,
