id,en,ja,pos,theme,level,is_frequent
350,subsidize,助成金を出す,verb,action,toeic900,0
351,suffice,十分である,verb,action,toeic900,0
352,summon,〜を呼び出す,verb,action,toeic900,0
353,surge,急騰する,verb,action,toeic900,0
354,surrender,～を譲り渡す,verb,action,toeic900,0
355,sway,揺れる,verb,action,toeic900,0
356,swell,増す,verb,action,toeic900,0
357,take effect,有効になる,verb,action,toeic900,0
358,take steps,対策を講じる,verb,action,toeic900,0
359,tally,〜を集計する,verb,action,toeic900,0
360,tangle,絡まる,verb,action,toeic900,0
361,thrust,〜を突き出す,verb,action,toeic900,0
362,tilt,〜を傾ける,verb,action,toeic900,0
363,tow,〜を牽引する,verb,action,toeic900,0
364,transact,取引を行う,verb,action,toeic900,0
365,trigger,〜の引き金になる,verb,action,toeic900,0
366,trim,〜を刈って整える,verb,action,toeic900,1
367,tumble,暴落する,verb,action,toeic900,0
368,turn around,〜を好転させる,verb,action,toeic900,0
369,underline,～を強調する,verb,action,toeic900,0
370,undermine,〜を損なう,verb,action,toeic900,0
371,underscore,〜を強調する,verb,action,toeic900,0
372,unfold,展開する,verb,action,toeic900,0
373,unsubscribe,定期購読をやめる,verb,action,toeic900,0
374,unveil,～を発表する,verb,action,toeic900,0
375,uphold,〜を支持する,verb,action,toeic900,0
376,usher,～を案内する,verb,action,toeic900,0
377,vacate,〜を退去する,verb,action,toeic900,0
378,validate,正当性を確認する,verb,action,toeic900,0
379,vend,〜を売る,verb,action,toeic900,0
380,ventilate,～を換気する,verb,action,toeic900,0
381,vet,～を審査する,verb,action,toeic900,0
382,veto,〜を拒否する,verb,action,toeic900,0
383,vouch,保証する,verb,action,toeic900,0
384,waive,～を免除する,verb,action,toeic900,0
385,weed,〜の雑草を抜く,verb,action,toeic900,0
386,weld,〜を溶接する,verb,action,toeic900,0
387,withhold,保留する,verb,action,toeic900,0
388,withstand,～に耐える,verb,action,toeic900,0
389,work out,～を解く,verb,action,toeic900,0
390,wrap up,〜を終える,verb,action,toeic900,0
391,adore,〜を非常に好む,verb,mind,toeic900,0
392,choose to do,～することを選択する,verb,mind,toeic900,0
393,contemplate,熟考する,verb,mind,toeic900,0
394,deduce,〜を推論する,verb,mind,toeic900,0
395,infer,〜だと推定する,verb,mind,toeic900,0
396,mean to do,～するつもりである,verb,mind,toeic900,0
397,mind doing,〜するのを嫌だと思う,verb,mind,toeic900,0
398,ponder,～を熟考する,verb,mind,toeic900,0
399,recall doing,～したことを思い出す,verb,mind,toeic900,0
400,regret doing,〜したことを後悔する,verb,mind,toeic900,0
401,regret to do,残念ながら〜する,verb,mind,toeic900,0
402,speculate,〜と推測する,verb,mind,toeic900,0
403,surmise,〜を推測する,verb,mind,toeic900,0
404,tend to do,〜しがちである,verb,mind,toeic900,0
405,wish to do,～したいと思う,verb,mind,toeic900,0
406,admit doing,～したことを認める,verb,communication,toeic900,0
407,allege,～と主張する,verb,communication,toeic900,0
408,articulate,～を明確に述べる,verb,communication,toeic900,0
409,check with,～に確認する,verb,communication,toeic900,0
410,commend,～を称賛する,verb,communication,toeic900,0
411,confer,相談する,verb,communication,toeic900,0
412,elaborate on,～について詳しく述べる,verb,communication,toeic900,0
413,inquire into,〜を調査する,verb,communication,toeic900,0
414,narrate,～を物語る,verb,communication,toeic900,0
415,pledge,〜を誓約する,verb,communication,toeic900,0
416,pledge to do,〜することを誓う,verb,communication,toeic900,0
417,proclaim,～を宣言する,verb,communication,toeic900,0
418,refuse to do,～することを拒む,verb,communication,toeic900,0
419,reiterate,～を繰り返し述べる,verb,communication,toeic900,0
420,vow,〜を誓う,verb,communication,toeic900,0
421,compile,～を編集する,verb,creation,toeic900,0
422,fabricate,製造する,verb,creation,toeic900,0
423,refurbish,～を改装する,verb,creation,toeic900,0
424,weave,～を織る,verb,creation,toeic900,0
425,carpool,相乗りで通勤する,verb,movement,toeic900,0
426,disembark,降りる,verb,movement,toeic900,0
427,maneuver,～を操縦する,verb,movement,toeic900,0
428,move on to,〜に移る,verb,movement,toeic900,0
429,steer,～を操縦する,verb,movement,toeic900,0
430,allocate,〜を割り当てる,verb,management,toeic900,0
431,delegate,〜を委任する,verb,management,toeic900,0
432,optimize,〜を最適化する,verb,management,toeic900,0
433,privatize,～を民営化する,verb,management,toeic900,0
434,streamline,～を簡素化する,verb,management,toeic900,0
435,stockroom,商品倉庫,noun,business,toeic900,0
436,installment,分割払い,noun,finance,toeic900,0
437,abbreviation,略語,noun,abstract,toeic900,0
438,absenteeism,欠勤,noun,abstract,toeic900,0
439,accumulation,蓄積,noun,abstract,toeic900,0
440,acumen,洞察力,noun,abstract,toeic900,0
441,additive,添加物,noun,abstract,toeic900,0
442,adherence,厳守,noun,abstract,toeic900,0
443,adherent,支持者,noun,abstract,toeic900,0
444,adhesive,接着剤,noun,abstract,toeic900,0
445,adjournment,休会,noun,abstract,toeic900,0
446,adolescence,青年期,noun,abstract,toeic900,0
447,advent,到来,noun,abstract,toeic900,0
448,adversary,敵,noun,abstract,toeic900,0
449,adversity,逆境,noun,abstract,toeic900,0
450,affiliation,提携,noun,abstract,toeic900,0
451,affirmation,承認,noun,abstract,toeic900,0
452,affluence,裕福さ,noun,abstract,toeic900,0
453,aficionado,熱狂的なファン,noun,abstract,toeic900,0
454,aftermath,余波,noun,abstract,toeic900,0
455,allegation,申し立て,noun,abstract,toeic900,0
456,allocation,割り当て,noun,abstract,toeic900,0
457,allotment,割り当て,noun,abstract,toeic900,0
458,allure,魅力,noun,abstract,toeic900,0
459,ally,同盟国,noun,abstract,toeic900,0
460,alteration,変更,noun,abstract,toeic900,0
461,alumni,同窓生,noun,abstract,toeic900,0
462,ambience,雰囲気,noun,abstract,toeic900,0
463,ambiguity,あいまいさ,noun,abstract,toeic900,0
464,amenity,便利な設備,noun,abstract,toeic900,0
465,anecdote,逸話,noun,abstract,toeic900,0
466,annex,別館,noun,abstract,toeic900,0
467,annuity,年金,noun,abstract,toeic900,0
468,anthropology,人類学,noun,abstract,toeic900,0
469,antibiotic,抗生物質,noun,abstract,toeic900,0
470,apparatus,器具,noun,abstract,toeic900,0
471,appendix,付録,noun,abstract,toeic900,1
472,appetizer,前菜,noun,abstract,toeic900,0
473,appraisal,評価,noun,abstract,toeic900,0
474,apprentice,見習い工,noun,abstract,toeic900,0
475,aptitude,適性,noun,abstract,toeic900,0
476,arbiter,裁決者,noun,abstract,toeic900,0
477,arbitration,仲裁,noun,abstract,toeic900,0
478,arborist,樹木医,noun,abstract,toeic900,0
479,archive,公文書保管所,noun,abstract,toeic900,0
480,artifact,遺物,noun,abstract,toeic900,0
481,artisan,職人,noun,abstract,toeic900,0
482,artisanship,職人の技術,noun,abstract,toeic900,0
483,artistry,芸術的手腕,noun,abstract,toeic900,0
484,aspiration,抱負,noun,abstract,toeic900,0
485,assertion,主張,noun,abstract,toeic900,0
486,assessment,評価,noun,abstract,toeic900,0
487,assimilation,同化,noun,abstract,toeic900,0
488,astronomy,天文学,noun,abstract,toeic900,0
489,attainment,業績,noun,abstract,toeic900,0
490,auspices,後援,noun,abstract,toeic900,0
491,autonomy,自治,noun,abstract,toeic900,0
492,aviation,航空,noun,abstract,toeic900,0
493,avoidance,回避,noun,abstract,toeic900,0
494,awning,日よけ,noun,abstract,toeic900,0
495,bachelor,独身男性,noun,abstract,toeic900,0
496,backdrop,背景,noun,abstract,toeic900,0
497,backlog,未処理の仕事,noun,abstract,toeic900,0
498,bearing,関係,noun,abstract,toeic900,0
499,benchmark,基準,noun,abstract,toeic900,0
500,betterment,改善,noun,abstract,toeic900,0
501,bidder,入札者,noun,abstract,toeic900,0
502,bidding,入札,noun,abstract,toeic900,0
503,bin,ごみ箱,noun,abstract,toeic900,0
504,blaze,火災,noun,abstract,toeic900,0
505,blizzard,猛吹雪,noun,abstract,toeic900,0
506,blot,しみ,noun,abstract,toeic900,0
507,blunder,大失策,noun,abstract,toeic900,0
508,boldface,太字,noun,abstract,toeic900,0
509,booking,予約,noun,abstract,toeic900,0
510,bookshelf,本棚,noun,abstract,toeic900,0
511,boulevard,大通り,noun,abstract,toeic900,0
512,boundary,境界,noun,abstract,toeic900,0
513,bouquet,花束,noun,abstract,toeic900,0
514,brainchild,考案,noun,abstract,toeic900,0
515,breadth,幅,noun,abstract,toeic900,0
516,brewery,醸造所,noun,abstract,toeic900,0
517,bribery,贈収賄,noun,abstract,toeic900,0
518,briefcase,ブリーフケース,noun,abstract,toeic900,0
519,brokerage,証券会社,noun,abstract,toeic900,1
520,buffet,ビュッフェ,noun,abstract,toeic900,0
521,bulk,大量,noun,abstract,toeic900,0
522,buyout,買収,noun,abstract,toeic900,0
523,canopy,天幕,noun,abstract,toeic900,0
524,canteen,社員食堂,noun,abstract,toeic900,0
525,cardboard,段ボール,noun,abstract,toeic900,0
526,carousel,手荷物受取所のターンテーブル,noun,abstract,toeic900,0
527,censorship,検閲,noun,abstract,toeic900,0
528,census,国勢調査,noun,abstract,toeic900,0
529,centerpiece,目玉,noun,abstract,toeic900,0
530,chore,雑用,noun,abstract,toeic900,0
531,citation,出典,noun,abstract,toeic900,0
532,clientele,顧客層,noun,abstract,toeic900,0
533,clutter,散らかった物,noun,abstract,toeic900,0
534,coating,コーティング,noun,abstract,toeic900,0
535,coincidence,偶然の一致,noun,abstract,toeic900,0
536,collateral,担保,noun,abstract,toeic900,0
537,commencement,開始,noun,abstract,toeic900,0
538,commentary,解説,noun,abstract,toeic900,0
539,compassion,思いやり,noun,abstract,toeic900,0
540,compilation,編集,noun,abstract,toeic900,0
541,complexion,肌の色,noun,abstract,toeic900,0
542,compliance,遵守,noun,abstract,toeic900,0
543,comptroller,経理責任者,noun,abstract,toeic900,0
544,compulsion,衝動,noun,abstract,toeic900,0
545,concealment,隠蔽,noun,abstract,toeic900,0
546,concession,譲歩,noun,abstract,toeic900,0
547,condolence,お悔やみ,noun,abstract,toeic900,0
548,confiscation,没収,noun,abstract,toeic900,0
549,congestion,渋滞,noun,abstract,toeic900,0
550,conglomerate,複合企業,noun,abstract,toeic900,0
551,connoisseur,目利き,noun,abstract,toeic900,0
552,connotation,含み,noun,abstract,toeic900,0
553,consequence,結果,noun,abstract,toeic900,0
554,consignment,委託販売,noun,abstract,toeic900,0
555,consistency,一貫性,noun,abstract,toeic900,0
556,consortium,企業連合,noun,abstract,toeic900,0
